500, 700
x軸, y軸（補正なし）, ypos（補正あり）
646, 371, 282
649, 378, 278
648, 378, 278
649, 378, 278
648, 378, 278
648, 378, 278
649, 378, 278
651, 378, 278
648, 376, 279
648, 376, 279
648, 376, 279
646, 378, 278
646, 376, 279
648, 380, 277
648, 378, 278
649, 378, 278
646, 376, 279
646, 376, 279
648, 376, 279
649, 380, 277
646, 376, 279
648, 378, 278
648, 376, 279
646, 378, 278
646, 378, 278
648, 376, 279
646, 378, 278
648, 376, 279
648, 376, 279
648, 378, 278
648, 378, 278
648, 376, 279
648, 376, 279
646, 376, 279
646, 378, 278
645, 378, 278
648, 376, 279
648, 380, 277
646, 378, 278
649, 376, 279
648, 376, 279
648, 378, 278
646, 376, 279
648, 378, 278
646, 376, 279
649, 376, 279
646, 378, 278
648, 380, 277
648, 376, 279
648, 376, 279
648, 376, 279
648, 376, 279
648, 378, 278
648, 378, 278
648, 378, 278
646, 378, 278
648, 378, 278
648, 378, 278
649, 378, 278
648, 376, 279
649, 380, 277
648, 378, 278
646, 378, 278
648, 376, 279
648, 378, 278
648, 376, 279
648, 376, 279
648, 376, 279
648, 378, 278
648, 378, 278
646, 378, 278
646, 378, 278
648, 378, 278
648, 378, 278
646, 376, 279
648, 376, 279
649, 378, 278
648, 376, 279
648, 378, 278
646, 376, 279
646, 378, 278
648, 376, 279
648, 378, 278
648, 376, 279
648, 378, 278
648, 376, 279
648, 378, 278
648, 376, 279
646, 380, 277
649, 378, 278
648, 378, 278
648, 376, 279
646, 376, 279
648, 378, 278
648, 380, 277
648, 376, 279
648, 376, 279
648, 378, 278
648, 378, 278
646, 376, 279
648, 378, 278
645, 376, 279
648, 378, 278
648, 380, 277
648, 376, 279
649, 378, 278
646, 378, 278
649, 378, 278
648, 376, 279
648, 378, 278
648, 378, 278
646, 376, 279
649, 378, 278
646, 376, 279
649, 378, 278
646, 376, 279
648, 376, 279
645, 378, 278
648, 376, 279
648, 376, 279
648, 378, 278
648, 376, 279
648, 376, 279
646, 376, 279
646, 376, 279
646, 375, 280
648, 376, 279
648, 376, 279
648, 378, 278
648, 378, 278
648, 376, 279
646, 376, 279
646, 376, 279
648, 378, 278
646, 378, 278
646, 376, 279
649, 378, 278
649, 380, 277
648, 378, 278
646, 376, 279
648, 378, 278
648, 376, 279
648, 378, 278
649, 380, 277
648, 378, 278
648, 378, 278
648, 376, 279
648, 376, 279
646, 376, 279
645, 376, 279
648, 378, 278
648, 380, 277
649, 378, 278
646, 378, 278
649, 376, 279
648, 376, 279
646, 376, 279
646, 378, 278
648, 380, 277
645, 378, 278
648, 378, 278
648, 376, 279
648, 380, 277
646, 376, 279
649, 378, 278
648, 378, 278
648, 376, 279
646, 375, 280
648, 376, 279
648, 376, 279
646, 376, 279
648, 378, 278
646, 378, 278
646, 376, 279
648, 376, 279
646, 376, 279
646, 376, 279
648, 378, 278
648, 376, 279
646, 378, 278
648, 375, 280
646, 376, 279
648, 378, 278
646, 375, 280
648, 378, 278
648, 376, 279
646, 378, 278
648, 378, 278
648, 378, 278
648, 378, 278
648, 376, 279
645, 376, 279
646, 376, 279
646, 376, 279
649, 378, 278
649, 380, 277
648, 378, 278
648, 376, 279
646, 378, 278
648, 376, 279
648, 376, 279
646, 376, 279
648, 376, 279
648, 376, 279
646, 378, 278
648, 376, 279
648, 378, 278
648, 376, 279
646, 378, 278
648, 378, 278
648, 376, 279
648, 378, 278
646, 376, 279
649, 378, 278
648, 378, 278
648, 380, 277
648, 376, 279
648, 376, 279
648, 378, 278
648, 378, 278
646, 376, 279
648, 376, 279
646, 376, 279
649, 378, 278
648, 378, 278
648, 376, 279
646, 376, 279
648, 376, 279
646, 376, 279
645, 378, 278
648, 376, 279
648, 378, 278
648, 376, 279
646, 376, 279
646, 376, 279
646, 376, 279
649, 380, 277
648, 378, 278
649, 367, 284
648, 376, 279
646, 376, 279
646, 380, 277
649, 376, 279
646, 375, 280
649, 380, 277
645, 376, 279
646, 378, 278
648, 376, 279
646, 378, 278
648, 376, 279
648, 378, 278
648, 378, 278
648, 378, 278
648, 380, 277
648, 378, 278
648, 380, 277
649, 378, 278
649, 378, 278
646, 376, 279
646, 376, 279
646, 376, 279
646, 378, 278
648, 380, 277
646, 378, 278
648, 378, 278
649, 380, 277
648, 378, 278
646, 376, 279
648, 376, 279
648, 378, 278
646, 376, 279
648, 376, 279
648, 376, 279
648, 376, 279
646, 378, 278
648, 376, 279
648, 380, 277
646, 376, 279
648, 378, 278
648, 376, 279
648, 376, 279
648, 378, 278
646, 376, 279
648, 376, 279
648, 376, 279
648, 378, 278
646, 376, 279
648, 376, 279
648, 380, 277
645, 376, 279
646, 376, 279
646, 376, 279
648, 376, 279
648, 378, 278
646, 378, 278
649, 376, 279
648, 378, 278
648, 376, 279
637, 384, 275
649, 378, 278
648, 376, 279
649, 376, 279
648, 376, 279
648, 378, 278
648, 376, 279
646, 376, 279
651, 378, 278
646, 378, 278
648, 376, 279
646, 376, 279
646, 376, 279
649, 378, 278
648, 376, 279
648, 378, 278
648, 376, 279
646, 378, 278
648, 378, 278
648, 376, 279
649, 380, 277
648, 376, 279
648, 376, 279
646, 376, 279
648, 378, 278
649, 376, 279
648, 376, 279
648, 376, 279
648, 376, 279
646, 378, 278
648, 376, 279
648, 376, 279
648, 378, 278
648, 376, 279
645, 378, 278
646, 376, 279
649, 378, 278
648, 378, 278
648, 376, 279
646, 376, 279
648, 376, 279
648, 376, 279
646, 376, 279
648, 378, 278
646, 376, 279
648, 378, 278
646, 376, 279
648, 378, 278
648, 378, 278
648, 378, 278
648, 376, 279
648, 378, 278
646, 376, 279
649, 376, 279
648, 376, 279
646, 378, 278
646, 376, 279
646, 376, 279
651, 380, 277
648, 378, 278
648, 376, 279
646, 375, 280
648, 378, 278
648, 378, 278
648, 378, 278
646, 376, 279
648, 378, 278
646, 378, 278
648, 378, 278
646, 376, 279
648, 378, 278
646, 376, 279
648, 378, 278
648, 378, 278
646, 378, 278
646, 376, 279
648, 378, 278
646, 378, 278
648, 378, 278
648, 378, 278
646, 376, 279
648, 378, 278
648, 376, 279
646, 376, 279
648, 376, 279
646, 376, 279
648, 378, 278
646, 376, 279
649, 376, 279
646, 376, 279
646, 378, 278
648, 376, 279
648, 378, 278
646, 378, 278
648, 376, 279
648, 378, 278
649, 376, 279
648, 376, 279
648, 376, 279
646, 376, 279
648, 375, 280
648, 378, 278
648, 378, 278
648, 378, 278
648, 378, 278
648, 378, 278
648, 378, 278
648, 378, 278
648, 378, 278
646, 378, 278
646, 376, 279
646, 376, 279
648, 380, 277
646, 378, 278
645, 376, 279
648, 376, 279
649, 380, 277
648, 376, 279
645, 376, 279
646, 378, 278
648, 376, 279
649, 378, 278
646, 376, 279
648, 380, 277
646, 378, 278
648, 378, 278
646, 378, 278
648, 378, 278
648, 376, 279
646, 378, 278
646, 378, 278
648, 378, 278
646, 376, 279
648, 378, 278
648, 378, 278
646, 376, 279
646, 376, 279
648, 378, 278
646, 378, 278
646, 376, 279
651, 378, 278
648, 376, 279
648, 378, 278
648, 376, 279
648, 376, 279
648, 376, 279
651, 376, 279
648, 376, 279
