1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
615, 311, 314
621, 311, 314
620, 309, 315
622, 309, 315
624, 309, 315
624, 309, 315
621, 311, 314
620, 307, 316
625, 309, 315
622, 307, 316
624, 307, 316
624, 309, 315
622, 307, 316
621, 311, 314
624, 309, 315
621, 307, 316
621, 307, 316
624, 307, 316
620, 309, 315
620, 307, 316
615, 309, 315
620, 307, 316
620, 307, 316
622, 309, 315
622, 309, 315
620, 313, 313
620, 307, 316
624, 311, 314
621, 309, 315
621, 311, 314
622, 309, 315
622, 307, 316
625, 309, 315
625, 309, 315
630, 309, 315
620, 309, 315
622, 307, 316
621, 307, 316
621, 309, 315
622, 309, 315
618, 311, 314
625, 307, 316
622, 309, 315
622, 307, 316
620, 307, 316
618, 307, 316
622, 311, 314
621, 309, 315
621, 307, 316
622, 309, 315
624, 311, 314
625, 309, 315
621, 307, 316
620, 307, 316
621, 307, 316
622, 309, 315
624, 305, 317
622, 307, 316
621, 309, 315
625, 307, 316
621, 307, 316
620, 309, 315
622, 309, 315
621, 309, 315
624, 309, 315
622, 309, 315
624, 309, 315
615, 309, 315
618, 307, 316
618, 307, 316
622, 307, 316
621, 309, 315
617, 307, 316
624, 309, 315
617, 309, 315
625, 311, 314
621, 307, 316
622, 309, 315
624, 307, 316
618, 313, 313
617, 311, 314
621, 307, 316
624, 309, 315
621, 311, 314
618, 311, 314
624, 311, 314
622, 311, 314
627, 307, 316
621, 307, 316
622, 309, 315
621, 309, 315
620, 309, 315
618, 311, 314
622, 309, 315
627, 309, 315
621, 309, 315
622, 307, 316
621, 307, 316
624, 309, 315
621, 311, 314
621, 307, 316
625, 309, 315
622, 309, 315
621, 309, 315
618, 311, 314
622, 309, 315
620, 307, 316
620, 307, 316
625, 309, 315
617, 309, 315
620, 307, 316
617, 309, 315
622, 309, 315
621, 311, 314
622, 307, 316
624, 309, 315
622, 309, 315
617, 309, 315
624, 307, 316
622, 311, 314
624, 307, 316
622, 309, 315
625, 309, 315
624, 307, 316
622, 309, 315
621, 307, 316
625, 311, 314
625, 311, 314
621, 309, 315
624, 311, 314
622, 307, 316
624, 309, 315
