1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
586, 204, 371
586, 204, 371
587, 204, 371
589, 202, 372
587, 202, 372
585, 206, 370
590, 202, 372
589, 204, 371
586, 204, 371
586, 204, 371
587, 204, 371
593, 200, 373
583, 206, 370
587, 204, 371
589, 202, 372
594, 200, 373
586, 204, 371
586, 204, 371
589, 202, 372
586, 204, 371
590, 200, 373
586, 204, 371
589, 202, 372
585, 204, 371
587, 202, 372
585, 204, 371
583, 206, 370
586, 204, 371
589, 202, 372
592, 202, 372
586, 204, 371
587, 202, 372
589, 202, 372
586, 204, 371
590, 202, 372
586, 204, 371
589, 202, 372
589, 202, 372
586, 204, 371
586, 204, 371
589, 202, 372
589, 202, 372
586, 204, 371
586, 204, 371
586, 204, 371
587, 204, 371
586, 204, 371
594, 200, 373
589, 202, 372
587, 202, 372
586, 204, 371
586, 204, 371
587, 204, 371
587, 202, 372
586, 204, 371
587, 204, 371
585, 204, 371
587, 202, 372
586, 204, 371
586, 202, 372
587, 202, 372
586, 204, 371
592, 200, 373
586, 204, 371
586, 204, 371
590, 202, 372
587, 204, 371
585, 204, 371
587, 202, 372
589, 202, 372
589, 202, 372
587, 204, 371
583, 204, 371
586, 204, 371
594, 206, 370
586, 202, 372
592, 200, 373
596, 198, 374
592, 196, 375
580, 198, 374
590, 198, 374
596, 196, 375
590, 202, 372
586, 204, 371
587, 202, 372
593, 200, 373
589, 202, 372
589, 202, 372
589, 202, 372
586, 204, 371
589, 202, 372
582, 206, 370
590, 202, 372
589, 202, 372
586, 204, 371
