900, 900
x軸, y軸（補正なし）, ypos（補正あり）
777, 1016, 358
721, 1228, 245
724, 1228, 245
715, 1233, 242
721, 1228, 245
728, 1228, 245
722, 1228, 245
721, 1228, 245
722, 1228, 245
720, 1228, 245
720, 1228, 245
694, 1220, 249
722, 1228, 245
721, 1230, 244
715, 1231, 243
721, 1228, 245
718, 1228, 245
721, 1228, 245
721, 1228, 245
725, 1226, 246
720, 1228, 245
728, 1228, 245
724, 1228, 245
722, 1226, 246
722, 1228, 245
780, 1057, 336
727, 1228, 245
720, 1230, 244
720, 1228, 245
724, 1228, 245
724, 1228, 245
725, 1228, 245
724, 1228, 245
727, 1228, 245
722, 1228, 245
721, 1228, 245
718, 1230, 244
720, 1231, 243
698, 1222, 248
722, 1228, 245
728, 1228, 245
727, 1228, 245
720, 1228, 245
720, 1230, 244
724, 1228, 245
722, 1228, 245
728, 1228, 245
712, 1233, 242
724, 1228, 245
722, 1230, 244
720, 1231, 243
722, 1228, 245
721, 1228, 245
714, 1233, 242
720, 1231, 243
722, 1228, 245
725, 1226, 246
728, 1226, 246
727, 1228, 245
777, 1057, 336
728, 1228, 245
725, 1228, 245
725, 1228, 245
780, 1059, 335
722, 1228, 245
727, 1228, 245
721, 1228, 245
728, 1226, 246
712, 1235, 241
