1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
653, 324, 307
652, 322, 308
656, 320, 309
644, 330, 304
652, 324, 307
652, 324, 307
652, 322, 308
655, 330, 304
660, 318, 310
651, 322, 308
651, 326, 306
649, 324, 307
652, 328, 305
651, 328, 305
653, 322, 308
653, 320, 309
651, 322, 308
652, 324, 307
656, 331, 303
656, 320, 309
653, 322, 308
655, 322, 308
652, 324, 307
653, 326, 306
651, 324, 307
653, 324, 307
651, 324, 307
653, 324, 307
652, 322, 308
655, 320, 309
656, 331, 303
652, 326, 306
645, 330, 304
655, 322, 308
655, 326, 306
652, 322, 308
656, 318, 310
652, 324, 307
652, 322, 308
653, 322, 308
651, 326, 306
642, 331, 303
653, 322, 308
656, 324, 307
653, 322, 308
656, 322, 308
651, 326, 306
653, 324, 307
651, 326, 306
652, 322, 308
649, 324, 307
653, 322, 308
651, 326, 306
655, 320, 309
658, 320, 309
653, 322, 308
655, 322, 308
658, 320, 309
656, 320, 309
659, 331, 303
656, 324, 307
