1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
611, 264, 339
618, 260, 341
613, 264, 339
618, 260, 341
614, 262, 340
610, 264, 339
610, 266, 338
611, 264, 339
610, 266, 338
611, 264, 339
608, 268, 337
611, 268, 337
608, 266, 338
610, 266, 338
613, 275, 333
613, 264, 339
611, 264, 339
608, 268, 337
613, 264, 339
615, 262, 340
608, 268, 337
610, 264, 339
610, 264, 339
611, 264, 339
610, 266, 338
611, 266, 338
608, 264, 339
611, 266, 338
610, 264, 339
614, 262, 340
618, 260, 341
611, 266, 338
613, 266, 338
610, 266, 338
613, 266, 338
610, 266, 338
614, 266, 338
617, 262, 340
607, 264, 339
610, 264, 339
615, 264, 339
610, 264, 339
611, 268, 337
611, 264, 339
611, 266, 338
611, 268, 337
611, 266, 338
618, 262, 340
618, 260, 341
611, 268, 337
613, 264, 339
617, 262, 340
610, 264, 339
610, 266, 338
617, 260, 341
608, 264, 339
