900, 900
x軸, y軸（補正なし）, ypos（補正あり）
651, 634, 266
639, 635, 265
645, 634, 266
631, 638, 262
630, 638, 262
634, 638, 262
638, 637, 263
632, 637, 263
638, 635, 265
639, 635, 265
639, 634, 266
635, 638, 262
635, 637, 263
634, 638, 262
632, 637, 263
628, 638, 262
635, 637, 263
628, 639, 261
631, 638, 262
632, 638, 262
644, 635, 265
635, 638, 262
634, 638, 262
630, 637, 263
645, 634, 266
637, 638, 262
631, 637, 263
631, 638, 262
630, 638, 262
638, 634, 266
632, 637, 263
641, 634, 266
644, 634, 266
635, 638, 262
632, 638, 262
646, 634, 266
642, 634, 266
641, 637, 263
635, 637, 263
637, 638, 262
632, 637, 263
639, 637, 263
632, 638, 262
644, 634, 266
631, 638, 262
634, 638, 262
632, 639, 261
642, 634, 266
631, 637, 263
635, 637, 263
645, 634, 266
639, 635, 265
628, 638, 262
639, 636, 264
635, 638, 262
631, 638, 262
627, 638, 262
630, 638, 262
632, 638, 262
632, 638, 262
628, 638, 262
637, 635, 265
630, 638, 262
635, 637, 263
634, 638, 262
639, 636, 264
634, 638, 262
646, 635, 265
632, 638, 262
646, 634, 266
642, 634, 266
630, 638, 262
641, 637, 263
631, 638, 262
632, 638, 262
634, 637, 263
632, 638, 262
634, 636, 264
632, 638, 262
628, 638, 262
642, 635, 265
627, 639, 261
635, 637, 263
635, 637, 263
627, 638, 262
630, 638, 262
632, 638, 262
632, 638, 262
644, 634, 266
652, 633, 267
635, 637, 263
634, 638, 262
639, 638, 262
632, 638, 262
634, 638, 262
628, 639, 261
635, 638, 262
631, 638, 262
631, 638, 262
635, 638, 262
635, 638, 262
635, 638, 262
635, 637, 263
630, 638, 262
634, 638, 262
