1000, 1500
x軸, y軸（補正なし）, ypos（補正あり）
667, 373, 281
665, 380, 277
666, 378, 278
663, 376, 279
666, 380, 277
663, 376, 279
666, 380, 277
665, 378, 278
665, 376, 279
667, 371, 282
662, 378, 278
663, 378, 278
666, 380, 277
666, 378, 278
666, 378, 278
666, 378, 278
666, 378, 278
665, 376, 279
663, 376, 279
663, 378, 278
663, 376, 279
665, 378, 278
665, 380, 277
663, 378, 278
667, 375, 280
665, 380, 277
663, 380, 277
666, 380, 277
667, 382, 276
658, 378, 278
637, 230, 357
641, 198, 374
676, 174, 387
752, 146, 402
753, 148, 401
755, 136, 407
776, 101, 426
769, 84, 435
354, 123, 414
381, 97, 428
406, 67, 444
840, 804, 51
846, 759, 75
856, 706, 103
864, 699, 107
407, 420, 256
367, 380, 277
399, 346, 295
362, 343, 297
399, 316, 311
390, 273, 334
413, 215, 365
376, 93, 430
383, 108, 422
382, 324, 307
367, 410, 261
381, 511, 207
400, 538, 193
397, 616, 151
423, 705, 104
472, 798, 54
614, 165, 392
630, 290, 325
653, 410, 261
272, 46, 455
279, 52, 452
291, 73, 441
260, 99, 427
265, 80, 437
264, 65, 445
270, 54, 451
693, 436, 247
689, 406, 263
694, 388, 273
691, 352, 292
673, 363, 286
812, 172, 388
607, 251, 346
625, 335, 301
639, 361, 287
632, 356, 290
635, 354, 291
638, 350, 293
628, 360, 288
625, 354, 291
631, 358, 289
630, 354, 291
630, 352, 292
632, 360, 288
635, 356, 290
625, 356, 290
634, 361, 287
