1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
648, 303, 318
651, 303, 318
649, 303, 318
646, 301, 319
646, 301, 319
648, 300, 320
646, 301, 319
646, 301, 319
651, 305, 317
649, 301, 319
651, 303, 318
649, 303, 318
649, 303, 318
648, 301, 319
651, 303, 318
649, 301, 319
648, 301, 319
653, 303, 318
648, 301, 319
648, 301, 319
649, 301, 319
648, 301, 319
648, 301, 319
651, 301, 319
651, 300, 320
648, 303, 318
652, 301, 319
651, 301, 319
648, 301, 319
649, 301, 319
651, 301, 319
651, 303, 318
648, 301, 319
648, 300, 320
649, 301, 319
648, 301, 319
649, 300, 320
648, 300, 320
646, 301, 319
646, 301, 319
648, 303, 318
651, 301, 319
649, 301, 319
646, 300, 320
652, 303, 318
649, 303, 318
651, 303, 318
641, 305, 317
649, 301, 319
652, 301, 319
646, 301, 319
651, 301, 319
646, 300, 320
649, 301, 319
652, 303, 318
649, 300, 320
649, 303, 318
651, 303, 318
648, 301, 319
648, 301, 319
651, 305, 317
649, 301, 319
649, 300, 320
653, 301, 319
653, 303, 318
651, 301, 319
648, 301, 319
651, 303, 318
649, 303, 318
652, 305, 317
649, 301, 319
649, 301, 319
646, 301, 319
651, 303, 318
648, 300, 320
649, 301, 319
645, 301, 319
651, 300, 320
649, 301, 319
649, 303, 318
646, 300, 320
648, 300, 320
649, 301, 319
651, 301, 319
653, 303, 318
649, 301, 319
651, 305, 317
651, 300, 320
649, 301, 319
651, 303, 318
648, 300, 320
652, 301, 319
651, 303, 318
651, 301, 319
649, 303, 318
648, 301, 319
652, 305, 317
653, 301, 319
651, 301, 319
648, 301, 319
651, 301, 319
646, 301, 319
651, 301, 319
648, 301, 319
648, 300, 320
645, 301, 319
651, 301, 319
648, 301, 319
648, 301, 319
649, 301, 319
648, 301, 319
648, 301, 319
649, 301, 319
649, 301, 319
652, 301, 319
649, 301, 319
646, 300, 320
648, 303, 318
648, 303, 318
652, 301, 319
651, 301, 319
646, 301, 319
649, 300, 320
648, 300, 320
651, 303, 318
648, 301, 319
652, 301, 319
648, 301, 319
651, 301, 319
649, 301, 319
646, 300, 320
649, 303, 318
651, 301, 319
648, 301, 319
649, 301, 319
652, 301, 319
648, 301, 319
652, 301, 319
649, 300, 320
648, 300, 320
651, 303, 318
648, 300, 320
646, 301, 319
652, 301, 319
651, 303, 318
652, 300, 320
649, 301, 319
646, 300, 320
651, 303, 318
653, 301, 319
648, 301, 319
649, 300, 320
653, 303, 318
651, 298, 321
649, 301, 319
649, 300, 320
652, 303, 318
653, 303, 318
652, 305, 317
649, 301, 319
652, 301, 319
651, 301, 319
652, 301, 319
648, 301, 319
652, 301, 319
651, 300, 320
651, 301, 319
652, 303, 318
648, 301, 319
648, 301, 319
653, 303, 318
649, 300, 320
649, 301, 319
648, 300, 320
649, 301, 319
652, 301, 319
648, 301, 319
652, 301, 319
653, 303, 318
653, 300, 320
652, 303, 318
652, 301, 319
653, 303, 318
641, 305, 317
651, 305, 317
652, 301, 319
651, 300, 320
648, 301, 319
653, 300, 320
651, 303, 318
653, 303, 318
653, 301, 319
652, 301, 319
649, 301, 319
649, 300, 320
648, 300, 320
648, 301, 319
653, 301, 319
648, 301, 319
648, 301, 319
651, 303, 318
648, 300, 320
652, 300, 320
651, 301, 319
