900,900,
x軸, y軸（補正なし）, ypos（補正あり）
1000,1024,494
1002,1032,498
1000,1026,495
1002,1024,494
1002,1024,494
998,1026,495
1004,1024,494
994,1030,497
1002,1026,495
996,1030,497
1000,1024,494
1002,1030,497
998,1026,495
1000,1022,493
1000,1024,494
996,1032,498
992,1028,496
1006,1028,496
1000,1022,493
1000,1022,493
1004,1024,494
996,1026,495
996,1030,497
996,1022,493
1002,1026,495
994,1034,499
996,1026,495
996,1028,496
994,1026,495
996,1024,494
1002,1024,494
1006,1022,493
1004,1020,492
1000,1024,494
1012,1026,495
1002,1024,494
996,1028,496
1004,1020,492
1000,1024,494
1004,1026,495
1002,1024,494
1008,1030,497
1010,1024,494
1010,1022,493
1002,1022,493
1012,1020,492
1006,1024,494
1008,1024,494
1008,1024,494
998,1026,495
1000,1028,496
1000,1024,494
1004,1022,493
1002,1026,495
998,1028,496
1004,1028,496
1008,1020,492
1004,1022,493
1004,1026,495
1002,1030,497
