900, 900
x軸, y軸（補正なし）, ypos（補正あり）
554, 525, 375
508, 630, 270
549, 522, 378
505, 631, 269
510, 629, 271
507, 630, 270
506, 631, 269
503, 630, 270
505, 631, 269
503, 632, 268
557, 529, 371
513, 627, 273
506, 631, 269
529, 519, 381
503, 631, 269
512, 627, 273
505, 631, 269
515, 627, 273
516, 628, 272
514, 628, 272
509, 630, 270
507, 631, 269
510, 631, 269
555, 529, 371
506, 631, 269
506, 631, 269
563, 529, 371
556, 530, 370
565, 526, 374
547, 528, 372
559, 529, 371
511, 627, 273
506, 630, 270
507, 631, 269
548, 523, 377
562, 532, 368
503, 632, 268
551, 525, 375
506, 629, 271
503, 630, 270
507, 631, 269
512, 628, 272
505, 631, 269
506, 631, 269
508, 631, 269
558, 533, 367
506, 631, 269
509, 627, 273
548, 520, 380
503, 631, 269
505, 631, 269
513, 628, 272
507, 630, 270
511, 628, 272
501, 631, 269
504, 631, 269
506, 632, 268
550, 520, 380
515, 626, 274
507, 628, 272
508, 629, 271
503, 632, 268
504, 631, 269
561, 529, 371
550, 526, 374
504, 631, 269
514, 627, 273
553, 526, 374
504, 632, 268
548, 520, 380
510, 627, 273
559, 528, 372
531, 522, 378
505, 631, 269
554, 529, 371
502, 631, 269
511, 627, 273
515, 628, 272
556, 528, 372
506, 631, 269
504, 631, 269
553, 527, 373
507, 629, 271
506, 631, 269
505, 631, 269
506, 631, 269
509, 630, 270
507, 631, 269
512, 629, 271
561, 526, 374
564, 528, 372
563, 530, 370
560, 528, 372
560, 528, 372
560, 530, 370
501, 631, 269
557, 530, 370
565, 528, 372
560, 529, 371
507, 631, 269
561, 531, 369
561, 527, 373
515, 627, 273
558, 528, 372
560, 529, 371
510, 630, 270
503, 631, 269
504, 632, 268
537, 519, 381
558, 525, 375
502, 632, 268
564, 527, 373
561, 527, 373
502, 631, 269
555, 528, 372
561, 530, 370
563, 520, 380
567, 528, 372
507, 630, 270
555, 528, 372
558, 530, 370
505, 632, 268
506, 631, 269
512, 627, 273
555, 529, 371
562, 530, 370
556, 525, 375
563, 529, 371
508, 630, 270
562, 531, 369
554, 529, 371
564, 528, 372
561, 529, 371
504, 631, 269
507, 631, 269
507, 631, 269
504, 631, 269
505, 630, 270
508, 631, 269
507, 629, 271
511, 629, 271
556, 529, 371
508, 629, 271
504, 631, 269
546, 523, 377
553, 529, 371
509, 627, 273
504, 631, 269
512, 627, 273
507, 629, 271
506, 631, 269
504, 631, 269
506, 631, 269
504, 631, 269
511, 627, 273
512, 627, 273
552, 529, 371
504, 631, 269
508, 631, 269
555, 529, 371
560, 530, 370
559, 529, 371
505, 632, 268
542, 522, 378
506, 630, 270
503, 631, 269
537, 521, 379
501, 635, 265
505, 631, 269
506, 632, 268
507, 631, 269
503, 631, 269
510, 629, 271
514, 627, 273
506, 631, 269
503, 631, 269
506, 631, 269
510, 627, 273
513, 627, 273
513, 626, 274
507, 630, 270
552, 530, 370
508, 630, 270
510, 629, 271
513, 627, 273
503, 631, 269
539, 521, 379
560, 529, 371
504, 632, 268
511, 629, 271
547, 523, 377
515, 627, 273
557, 529, 371
503, 631, 269
558, 530, 370
507, 631, 269
508, 630, 270
504, 631, 269
535, 522, 378
536, 520, 380
504, 631, 269
501, 632, 268
507, 630, 270
505, 630, 270
506, 631, 269
560, 530, 370
503, 631, 269
532, 521, 379
555, 529, 371
540, 528, 372
556, 529, 371
507, 631, 269
502, 632, 268
504, 631, 269
507, 631, 269
510, 627, 273
505, 631, 269
515, 627, 273
504, 631, 269
512, 627, 273
507, 630, 270
506, 630, 270
511, 628, 272
530, 519, 381
502, 631, 269
509, 630, 270
514, 627, 273
509, 630, 270
505, 631, 269
518, 626, 274
505, 631, 269
511, 627, 273
510, 630, 270
513, 627, 273
515, 627, 273
506, 631, 269
511, 627, 273
512, 627, 273
505, 631, 269
562, 530, 370
557, 529, 371
558, 535, 365
558, 527, 373
565, 530, 370
561, 527, 373
555, 529, 371
563, 526, 374
557, 532, 368
566, 528, 372
564, 528, 372
557, 526, 374
556, 527, 373
553, 524, 376
535, 520, 380
562, 527, 373
560, 526, 374
554, 525, 375
557, 530, 370
560, 529, 371
564, 526, 374
553, 527, 373
537, 525, 375
504, 631, 269
559, 528, 372
559, 526, 374
564, 527, 373
564, 529, 371
562, 528, 372
505, 632, 268
562, 531, 369
515, 627, 273
562, 534, 366
503, 631, 269
557, 526, 374
563, 525, 375
560, 526, 374
506, 630, 270
509, 630, 270
558, 527, 373
567, 530, 370
563, 529, 371
503, 631, 269
506, 632, 268
510, 631, 269
557, 528, 372
561, 531, 369
563, 528, 372
501, 631, 269
560, 529, 371
506, 630, 270
505, 631, 269
550, 521, 379
556, 526, 374
561, 529, 371
556, 530, 370
555, 528, 372
564, 526, 374
558, 525, 375
561, 527, 373
566, 527, 373
568, 527, 373
564, 528, 372
510, 630, 270
512, 627, 273
505, 631, 269
561, 529, 371
502, 632, 268
562, 529, 371
561, 526, 374
561, 528, 372
562, 529, 371
564, 527, 373
564, 526, 374
563, 527, 373
510, 629, 271
565, 527, 373
566, 525, 375
564, 529, 371
560, 529, 371
568, 529, 371
565, 528, 372
513, 627, 273
543, 523, 377
504, 633, 267
508, 630, 270
562, 528, 372
571, 523, 377
507, 630, 270
507, 630, 270
559, 527, 373
501, 637, 263
564, 528, 372
560, 525, 375
510, 630, 270
557, 530, 370
559, 528, 372
564, 526, 374
564, 527, 373
565, 527, 373
562, 525, 375
564, 524, 376
564, 528, 372
507, 630, 270
506, 630, 270
569, 528, 372
567, 527, 373
565, 523, 377
563, 525, 375
562, 528, 372
571, 529, 371
569, 527, 373
566, 527, 373
567, 525, 375
563, 525, 375
566, 525, 375
565, 528, 372
564, 531, 369
570, 527, 373
563, 525, 375
508, 630, 270
552, 526, 374
564, 525, 375
507, 630, 270
554, 527, 373
566, 529, 371
563, 529, 371
559, 526, 374
568, 523, 377
558, 526, 374
565, 526, 374
561, 529, 371
507, 630, 270
569, 521, 379
572, 526, 374
506, 631, 269
512, 627, 273
574, 522, 378
565, 526, 374
515, 628, 272
566, 526, 374
509, 630, 270
558, 526, 374
564, 523, 377
568, 527, 373
562, 529, 371
567, 525, 375
553, 516, 384
549, 520, 380
569, 525, 375
568, 529, 371
570, 525, 375
556, 526, 374
558, 527, 373
559, 526, 374
565, 530, 370
562, 530, 370
562, 529, 371
