900, 900
x軸, y軸（補正なし）, ypos（補正あり）
546, 532, 368
551, 533, 367
549, 531, 369
550, 533, 367
546, 535, 365
547, 534, 366
549, 534, 366
550, 529, 371
550, 531, 369
547, 531, 369
547, 532, 368
549, 530, 370
547, 532, 368
547, 531, 369
546, 532, 368
544, 532, 368
552, 533, 367
546, 532, 368
549, 530, 370
550, 530, 370
547, 532, 368
545, 533, 367
548, 534, 366
550, 532, 368
547, 534, 366
550, 532, 368
548, 534, 366
547, 531, 369
546, 531, 369
548, 530, 370
548, 533, 367
551, 531, 369
547, 533, 367
548, 534, 366
549, 530, 370
549, 531, 369
548, 530, 370
551, 532, 368
549, 535, 365
550, 532, 368
549, 535, 365
549, 530, 370
553, 528, 372
554, 542, 358
550, 531, 369
552, 531, 369
548, 535, 365
549, 530, 370
550, 532, 368
545, 534, 366
551, 532, 368
549, 533, 367
544, 531, 369
547, 534, 366
549, 530, 370
548, 530, 370
550, 531, 369
546, 532, 368
547, 534, 366
548, 532, 368
548, 535, 365
550, 534, 366
547, 531, 369
546, 534, 366
546, 535, 365
545, 532, 368
547, 530, 370
552, 529, 371
548, 535, 365
553, 532, 368
545, 531, 369
551, 528, 372
549, 531, 369
548, 533, 367
552, 527, 373
549, 534, 366
550, 530, 370
550, 532, 368
547, 534, 366
550, 528, 372
551, 532, 368
551, 529, 371
546, 531, 369
547, 531, 369
546, 532, 368
549, 533, 367
548, 531, 369
547, 534, 366
547, 531, 369
548, 530, 370
551, 541, 359
550, 532, 368
550, 532, 368
549, 534, 366
548, 535, 365
549, 533, 367
549, 532, 368
548, 535, 365
550, 532, 368
549, 534, 366
546, 531, 369
548, 529, 371
549, 533, 367
550, 529, 371
548, 534, 366
549, 534, 366
549, 529, 371
546, 532, 368
548, 532, 368
547, 531, 369
545, 535, 365
550, 529, 371
549, 529, 371
544, 532, 368
549, 531, 369
547, 534, 366
550, 530, 370
548, 534, 366
547, 535, 365
546, 532, 368
548, 533, 367
543, 532, 368
550, 534, 366
551, 526, 374
547, 531, 369
544, 536, 364
548, 528, 372
547, 531, 369
547, 534, 366
546, 531, 369
546, 530, 370
549, 534, 366
549, 537, 363
547, 531, 369
544, 532, 368
548, 532, 368
549, 532, 368
549, 535, 365
548, 529, 371
549, 534, 366
546, 535, 365
547, 532, 368
551, 530, 370
549, 534, 366
551, 530, 370
551, 530, 370
550, 534, 366
547, 531, 369
548, 532, 368
549, 530, 370
548, 535, 365
551, 531, 369
553, 530, 370
549, 534, 366
549, 529, 371
548, 530, 370
547, 532, 368
549, 535, 365
545, 535, 365
541, 534, 366
552, 528, 372
550, 530, 370
548, 530, 370
545, 530, 370
550, 535, 365
547, 535, 365
549, 530, 370
546, 533, 367
549, 535, 365
550, 533, 367
548, 530, 370
553, 532, 368
550, 534, 366
548, 533, 367
550, 529, 371
549, 535, 365
548, 534, 366
555, 531, 369
547, 533, 367
548, 534, 366
548, 532, 368
551, 527, 373
548, 531, 369
549, 534, 366
550, 530, 370
548, 533, 367
550, 530, 370
547, 533, 367
548, 534, 366
547, 531, 369
547, 532, 368
546, 533, 367
553, 541, 359
545, 530, 370
549, 534, 366
552, 532, 368
550, 532, 368
549, 531, 369
550, 532, 368
545, 534, 366
549, 531, 369
547, 530, 370
548, 529, 371
546, 532, 368
550, 532, 368
544, 532, 368
548, 533, 367
549, 531, 369
545, 532, 368
549, 531, 369
551, 533, 367
550, 529, 371
552, 532, 368
548, 534, 366
548, 532, 368
548, 534, 366
544, 532, 368
550, 532, 368
547, 530, 370
550, 534, 366
549, 532, 368
550, 533, 367
548, 530, 370
548, 535, 365
548, 530, 370
547, 532, 368
550, 532, 368
548, 528, 372
546, 532, 368
552, 531, 369
547, 531, 369
548, 530, 370
547, 530, 370
552, 528, 372
549, 530, 370
548, 531, 369
550, 529, 371
550, 529, 371
549, 534, 366
548, 533, 367
547, 532, 368
549, 534, 366
549, 528, 372
549, 533, 367
549, 535, 365
546, 533, 367
549, 530, 370
547, 532, 368
549, 531, 369
548, 534, 366
551, 534, 366
549, 533, 367
548, 530, 370
548, 531, 369
547, 530, 370
550, 532, 368
546, 531, 369
547, 531, 369
550, 529, 371
549, 532, 368
553, 529, 371
547, 531, 369
547, 531, 369
548, 528, 372
552, 532, 368
550, 533, 367
549, 535, 365
550, 528, 372
549, 533, 367
546, 532, 368
551, 531, 369
548, 534, 366
548, 534, 366
549, 531, 369
548, 535, 365
547, 534, 366
549, 534, 366
548, 533, 367
516, 659, 241
565, 534, 366
566, 523, 377
550, 541, 359
526, 657, 243
500, 654, 246
594, 531, 369
585, 508, 392
487, 663, 237
490, 659, 241
492, 660, 240
516, 661, 239
518, 660, 240
552, 533, 367
515, 660, 240
510, 664, 236
513, 662, 238
516, 661, 239
512, 662, 238
541, 540, 360
520, 659, 241
523, 658, 242
526, 657, 243
512, 662, 238
517, 661, 239
518, 661, 239
516, 661, 239
523, 658, 242
514, 662, 238
512, 663, 237
516, 662, 238
526, 657, 243
516, 662, 238
516, 663, 237
516, 661, 239
514, 662, 238
512, 663, 237
516, 662, 238
508, 664, 236
517, 661, 239
512, 663, 237
514, 663, 237
516, 661, 239
514, 662, 238
517, 662, 238
512, 663, 237
517, 661, 239
513, 662, 238
517, 661, 239
516, 663, 237
538, 540, 360
521, 661, 239
516, 661, 239
519, 661, 239
511, 663, 237
511, 663, 237
512, 662, 238
513, 663, 237
516, 662, 238
517, 661, 239
515, 662, 238
515, 661, 239
515, 663, 237
517, 662, 238
517, 661, 239
513, 663, 237
517, 661, 239
512, 663, 237
514, 663, 237
516, 660, 240
514, 661, 239
512, 662, 238
517, 663, 237
512, 663, 237
517, 663, 237
521, 659, 241
512, 661, 239
514, 661, 239
514, 662, 238
513, 662, 238
513, 663, 237
515, 661, 239
511, 663, 237
513, 663, 237
513, 663, 237
514, 663, 237
513, 663, 237
515, 661, 239
515, 661, 239
511, 662, 238
514, 662, 238
510, 662, 238
518, 660, 240
512, 663, 237
515, 662, 238
509, 662, 238
510, 663, 237
513, 663, 237
516, 661, 239
524, 657, 243
516, 661, 239
514, 661, 239
520, 658, 242
514, 662, 238
525, 657, 243
517, 660, 240
513, 661, 239
516, 661, 239
515, 661, 239
519, 660, 240
516, 660, 240
546, 531, 369
552, 527, 373
550, 529, 371
551, 533, 367
514, 663, 237
513, 663, 237
551, 530, 370
554, 530, 370
547, 534, 366
515, 662, 238
548, 532, 368
549, 532, 368
547, 531, 369
550, 530, 370
548, 530, 370
546, 532, 368
554, 527, 373
549, 532, 368
549, 528, 372
552, 530, 370
547, 529, 371
547, 531, 369
548, 530, 370
547, 531, 369
551, 531, 369
552, 528, 372
545, 533, 367
552, 530, 370
552, 530, 370
547, 530, 370
546, 530, 370
551, 532, 368
549, 527, 373
546, 532, 368
546, 530, 370
