1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
593, 101, 426
585, 108, 422
593, 101, 426
593, 101, 426
583, 108, 422
590, 103, 425
589, 105, 424
590, 105, 424
592, 103, 425
592, 101, 426
592, 103, 425
593, 101, 426
590, 103, 425
592, 101, 426
593, 101, 426
593, 101, 426
587, 105, 424
587, 105, 424
593, 103, 425
590, 103, 425
592, 101, 426
586, 105, 424
593, 101, 426
587, 105, 424
589, 105, 424
593, 101, 426
590, 103, 425
593, 103, 425
590, 103, 425
590, 103, 425
590, 103, 425
593, 101, 426
592, 103, 425
589, 105, 424
592, 101, 426
592, 101, 426
590, 103, 425
589, 105, 424
590, 103, 425
589, 103, 425
590, 103, 425
589, 105, 424
589, 105, 424
593, 101, 426
587, 105, 424
590, 103, 425
590, 103, 425
589, 103, 425
587, 105, 424
590, 103, 425
586, 106, 423
593, 101, 426
590, 105, 424
587, 105, 424
590, 101, 426
590, 103, 425
589, 103, 425
592, 103, 425
592, 101, 426
587, 105, 424
594, 99, 427
587, 105, 424
593, 101, 426
594, 99, 427
589, 105, 424
576, 82, 436
561, 120, 416
562, 101, 426
562, 103, 425
559, 101, 426
556, 103, 425
559, 101, 426
559, 101, 426
568, 99, 427
725, 307, 316
728, 215, 365
725, 183, 382
738, 146, 402
772, 114, 419
760, 61, 447
773, 63, 446
777, 78, 438
767, 97, 428
753, 142, 404
759, 266, 338
596, 196, 375
549, 191, 378
551, 191, 378
554, 230, 357
542, 225, 360
532, 228, 358
538, 226, 359
544, 225, 360
544, 225, 360
544, 225, 360
544, 225, 360
542, 225, 360
541, 225, 360
540, 225, 360
541, 225, 360
547, 223, 361
544, 225, 360
547, 225, 360
545, 225, 360
538, 226, 359
544, 225, 360
537, 226, 359
542, 225, 360
544, 225, 360
542, 225, 360
542, 225, 360
542, 225, 360
538, 226, 359
541, 225, 360
542, 225, 360
544, 225, 360
542, 225, 360
544, 225, 360
544, 225, 360
544, 225, 360
542, 225, 360
542, 225, 360
542, 225, 360
545, 223, 361
542, 225, 360
545, 225, 360
540, 225, 360
540, 226, 359
544, 225, 360
545, 225, 360
542, 225, 360
545, 225, 360
542, 225, 360
541, 225, 360
545, 225, 360
538, 226, 359
544, 225, 360
545, 225, 360
537, 226, 359
542, 225, 360
544, 225, 360
542, 225, 360
542, 225, 360
542, 225, 360
545, 225, 360
541, 226, 359
545, 225, 360
544, 225, 360
544, 225, 360
544, 225, 360
542, 225, 360
542, 225, 360
544, 225, 360
547, 225, 360
547, 225, 360
542, 225, 360
537, 226, 359
541, 225, 360
545, 225, 360
541, 225, 360
542, 225, 360
542, 225, 360
538, 226, 359
535, 228, 358
542, 225, 360
544, 225, 360
544, 225, 360
540, 226, 359
542, 225, 360
545, 225, 360
544, 225, 360
542, 225, 360
547, 225, 360
540, 226, 359
544, 225, 360
544, 225, 360
544, 225, 360
538, 226, 359
545, 225, 360
541, 226, 359
544, 225, 360
542, 225, 360
542, 225, 360
541, 225, 360
544, 225, 360
541, 225, 360
547, 225, 360
544, 225, 360
537, 226, 359
