900, 900
x軸, y軸（補正なし）, ypos（補正あり）
825, 204, 371
622, 416, 258
637, 403, 265
641, 399, 267
638, 401, 266
649, 397, 268
646, 401, 266
644, 401, 266
646, 399, 267
646, 401, 266
648, 399, 267
639, 405, 264
646, 399, 267
621, 412, 260
645, 399, 267
625, 414, 259
632, 412, 260
645, 401, 266
645, 401, 266
639, 406, 263
645, 399, 267
649, 397, 268
622, 416, 258
632, 414, 259
638, 403, 265
628, 412, 260
622, 412, 260
638, 403, 265
632, 405, 264
630, 412, 260
624, 412, 260
628, 414, 259
630, 414, 259
631, 412, 260
631, 412, 260
631, 406, 263
638, 405, 264
649, 397, 268
631, 412, 260
631, 410, 261
630, 412, 260
632, 410, 261
635, 401, 266
631, 408, 262
644, 399, 267
630, 416, 258
645, 401, 266
637, 403, 265
634, 408, 262
649, 395, 269
646, 399, 267
631, 412, 260
646, 401, 266
645, 399, 267
635, 401, 266
646, 401, 266
632, 406, 263
625, 412, 260
646, 403, 265
632, 412, 260
624, 414, 259
630, 414, 259
644, 399, 267
631, 408, 262
635, 405, 264
630, 410, 261
631, 412, 260
648, 399, 267
646, 401, 266
634, 405, 264
648, 397, 268
625, 412, 260
638, 405, 264
645, 403, 265
646, 399, 267
639, 403, 265
628, 414, 259
642, 401, 266
620, 414, 259
644, 401, 266
631, 414, 259
631, 412, 260
646, 401, 266
639, 401, 266
645, 401, 266
649, 397, 268
648, 395, 269
644, 401, 266
648, 397, 268
631, 412, 260
637, 401, 266
624, 414, 259
641, 403, 265
630, 414, 259
630, 412, 260
646, 397, 268
631, 410, 261
630, 414, 259
648, 397, 268
631, 414, 259
624, 412, 260
649, 399, 267
624, 416, 258
631, 412, 260
638, 401, 266
630, 412, 260
630, 412, 260
648, 397, 268
630, 412, 260
645, 401, 266
648, 395, 269
649, 397, 268
639, 401, 266
632, 405, 264
621, 416, 258
648, 399, 267
625, 416, 258
635, 403, 265
638, 403, 265
634, 408, 262
634, 403, 265
635, 401, 266
638, 401, 266
648, 397, 268
630, 412, 260
628, 412, 260
646, 399, 267
641, 401, 266
644, 401, 266
634, 403, 265
639, 403, 265
630, 414, 259
630, 410, 261
630, 414, 259
645, 401, 266
628, 410, 261
627, 412, 260
627, 412, 260
648, 399, 267
624, 414, 259
639, 399, 267
648, 397, 268
645, 397, 268
622, 414, 259
648, 397, 268
649, 397, 268
630, 412, 260
646, 399, 267
635, 399, 267
645, 401, 266
632, 403, 265
627, 414, 259
637, 403, 265
