900, 900
648, 397, 268
621, 414, 259
624, 412, 260
624, 414, 259
637, 401, 266
620, 414, 259
644, 397, 268
635, 401, 266
649, 397, 268
637, 401, 266
622, 416, 258
625, 412, 260
649, 395, 269
639, 401, 266
632, 405, 264
638, 401, 266
649, 397, 268
637, 405, 264
625, 414, 259
693, 176, 386
628, 418, 257
622, 414, 259
631, 412, 260
631, 410, 261
632, 410, 261
625, 412, 260
635, 401, 266
631, 412, 260
630, 412, 260
620, 412, 260
631, 401, 266
628, 410, 261
622, 414, 259
632, 410, 261
631, 410, 261
638, 408, 262
622, 414, 259
625, 412, 260
625, 412, 260
624, 410, 261
624, 412, 260
628, 410, 261
625, 412, 260
631, 412, 260
631, 412, 260
627, 412, 260
621, 412, 260
622, 412, 260
621, 414, 259
630, 412, 260
631, 401, 266
630, 412, 260
630, 414, 259
624, 414, 259
625, 410, 261
628, 414, 259
628, 412, 260
630, 410, 261
625, 412, 260
648, 395, 269
631, 412, 260
772, 688, 113
794, 669, 123
787, 697, 108
630, 412, 260
815, 714, 99
810, 735, 88
624, 414, 259
625, 412, 260
698, 172, 388
704, 174, 387
703, 172, 388
627, 410, 261
698, 174, 387
707, 174, 387
700, 174, 387
701, 172, 388
704, 172, 388
703, 172, 388
705, 174, 387
700, 174, 387
704, 172, 388
696, 174, 387
705, 174, 387
701, 172, 388
705, 172, 388
698, 172, 388
700, 172, 388
701, 172, 388
707, 174, 387
704, 174, 387
705, 172, 388
627, 410, 261
705, 176, 386
701, 174, 387
705, 172, 388
704, 172, 388
710, 172, 388
701, 172, 388
703, 172, 388
700, 172, 388
701, 174, 387
704, 172, 388
704, 172, 388
703, 172, 388
700, 172, 388
704, 172, 388
701, 174, 387
705, 174, 387
624, 412, 260
703, 174, 387
703, 174, 387
703, 174, 387
628, 412, 260
631, 412, 260
707, 174, 387
703, 174, 387
703, 174, 387
749, 731, 90
736, 714, 99
769, 693, 110
808, 661, 127
797, 686, 114
624, 414, 259
703, 174, 387
815, 682, 116
798, 680, 117
810, 675, 120
700, 172, 388
624, 414, 259
790, 684, 115
622, 412, 260
707, 174, 387
701, 172, 388
628, 410, 261
703, 174, 387
759, 611, 154
759, 607, 156
763, 613, 153
698, 172, 388
698, 174, 387
703, 172, 388
698, 174, 387
705, 172, 388
703, 172, 388
700, 172, 388
704, 174, 387
700, 174, 387
701, 174, 387
703, 174, 387
710, 174, 387
707, 174, 387
704, 172, 388
705, 174, 387
704, 174, 387
791, 643, 137
783, 641, 138
776, 646, 135
777, 650, 133
760, 658, 129
767, 658, 129
760, 660, 128
763, 665, 125
759, 665, 125
765, 667, 124
766, 669, 123
770, 675, 120
774, 680, 117
762, 690, 112
766, 693, 110
763, 699, 107
762, 705, 104
773, 712, 100
772, 714, 99
773, 720, 96
767, 725, 93
769, 720, 96
766, 721, 95
769, 725, 93
773, 727, 92
766, 729, 91
774, 733, 89
774, 740, 85
772, 746, 82
780, 750, 80
784, 755, 77
776, 763, 73
770, 774, 67
784, 776, 66
779, 774, 67
777, 787, 60
746, 808, 49
697, 826, 39
755, 813, 46
698, 172, 388
750, 823, 41
760, 828, 38
767, 832, 36
762, 834, 35
760, 834, 35
762, 832, 36
753, 840, 32
705, 172, 388
763, 838, 33
705, 172, 388
766, 843, 30
769, 841, 31
756, 840, 32
765, 836, 34
750, 841, 31
788, 832, 36
767, 838, 33
798, 830, 37
760, 840, 32
759, 840, 32
749, 836, 34
788, 830, 37
784, 830, 37
762, 838, 33
725, 849, 27
767, 838, 33
773, 840, 32
793, 832, 36
787, 823, 41
760, 838, 33
766, 834, 35
786, 832, 36
773, 840, 32
756, 840, 32
783, 823, 41
786, 817, 44
745, 811, 47
781, 765, 72
707, 172, 388
776, 736, 87
790, 716, 98
781, 693, 110
783, 680, 117
788, 660, 128
788, 650, 133
783, 631, 143
790, 600, 160
791, 581, 170
703, 463, 233
697, 451, 239
703, 450, 240
705, 431, 250
728, 429, 251
701, 172, 388
708, 414, 259
772, 375, 280
703, 174, 387
773, 326, 306
729, 232, 356
725, 249, 347
735, 228, 358
793, 225, 360
739, 195, 376
797, 170, 389
624, 414, 259
637, 403, 265
634, 399, 267
752, 163, 393
642, 401, 266
752, 170, 389
750, 165, 392
755, 159, 395
711, 187, 380
715, 181, 383
742, 155, 397
728, 168, 390
742, 144, 403
748, 135, 408
752, 129, 411
717, 166, 391
729, 166, 391
732, 163, 393
731, 161, 394
712, 172, 388
718, 172, 388
712, 172, 388
762, 127, 412
715, 172, 388
767, 129, 411
767, 133, 409
708, 172, 388
748, 144, 403
763, 142, 404
770, 161, 394
762, 157, 396
770, 189, 379
765, 206, 370
718, 283, 329
711, 352, 292
705, 361, 287
757, 189, 379
712, 397, 268
687, 420, 256
703, 429, 251
794, 442, 244
727, 163, 393
780, 500, 213
784, 545, 189
728, 165, 392
788, 601, 159
793, 624, 147
793, 658, 129
793, 690, 112
729, 163, 393
728, 163, 393
729, 163, 393
728, 165, 392
801, 780, 64
810, 783, 62
729, 165, 392
729, 165, 392
729, 161, 394
728, 163, 393
727, 163, 393
731, 163, 393
725, 165, 392
731, 163, 393
731, 163, 393
729, 163, 393
727, 165, 392
762, 761, 74
714, 738, 86
667, 693, 110
672, 658, 129
666, 646, 135
666, 652, 132
703, 708, 102
712, 731, 90
727, 753, 78
715, 774, 67
707, 796, 55
704, 795, 56
705, 795, 56
711, 802, 52
707, 796, 55
710, 793, 57
720, 806, 50
703, 808, 49
701, 815, 45
700, 826, 39
703, 830, 37
721, 832, 36
703, 825, 40
728, 828, 38
707, 825, 40
725, 826, 39
725, 825, 40
712, 819, 43
711, 817, 44
728, 817, 44
705, 817, 44
720, 815, 45
752, 806, 50
729, 163, 393
728, 163, 393
725, 165, 392
732, 163, 393
729, 161, 394
727, 163, 393
728, 165, 392
732, 168, 390
727, 165, 392
728, 165, 392
727, 165, 392
731, 165, 392
727, 165, 392
729, 165, 392
729, 165, 392
729, 163, 393
728, 165, 392
727, 163, 393
728, 165, 392
725, 166, 391
728, 165, 392
720, 168, 390
731, 165, 392
725, 165, 392
729, 163, 393
729, 165, 392
728, 165, 392
727, 166, 391
729, 163, 393
731, 165, 392
729, 165, 392
727, 165, 392
727, 165, 392
728, 163, 393
727, 165, 392
724, 166, 391
732, 165, 392
731, 165, 392
728, 163, 393
727, 163, 393
729, 163, 393
729, 165, 392
727, 163, 393
727, 165, 392
725, 163, 393
725, 165, 392
727, 165, 392
728, 165, 392
729, 163, 393
728, 165, 392
725, 165, 392
728, 165, 392
725, 166, 391
729, 165, 392
721, 166, 391
731, 166, 391
721, 165, 392
720, 166, 391
727, 165, 392
728, 161, 394
