1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
689, 388, 273
691, 382, 276
694, 382, 276
693, 382, 276
690, 380, 277
690, 382, 276
696, 384, 275
689, 380, 277
694, 382, 276
694, 384, 275
689, 382, 276
690, 380, 277
693, 382, 276
694, 384, 275
690, 382, 276
691, 382, 276
693, 382, 276
689, 380, 277
691, 382, 276
690, 380, 277
691, 382, 276
690, 380, 277
693, 382, 276
690, 382, 276
690, 382, 276
691, 382, 276
693, 382, 276
691, 382, 276
693, 382, 276
693, 382, 276
687, 380, 277
690, 380, 277
690, 380, 277
691, 382, 276
691, 382, 276
690, 380, 277
691, 382, 276
693, 384, 275
689, 382, 276
694, 382, 276
690, 382, 276
694, 384, 275
697, 384, 275
687, 380, 277
689, 380, 277
686, 371, 282
690, 382, 276
691, 380, 277
691, 382, 276
691, 380, 277
690, 382, 276
693, 382, 276
690, 382, 276
690, 382, 276
691, 382, 276
690, 382, 276
690, 382, 276
691, 382, 276
690, 382, 276
690, 380, 277
691, 380, 277
690, 380, 277
689, 380, 277
689, 380, 277
691, 380, 277
691, 380, 277
690, 382, 276
691, 382, 276
691, 382, 276
693, 382, 276
691, 382, 276
690, 382, 276
691, 382, 276
689, 380, 277
693, 382, 276
690, 382, 276
693, 382, 276
690, 382, 276
690, 382, 276
684, 371, 282
689, 380, 277
690, 380, 277
691, 382, 276
689, 380, 277
689, 380, 277
691, 382, 276
691, 380, 277
689, 380, 277
690, 380, 277
690, 380, 277
689, 380, 277
693, 382, 276
691, 382, 276
693, 382, 276
690, 380, 277
690, 380, 277
690, 380, 277
689, 380, 277
691, 382, 276
690, 380, 277
689, 380, 277
690, 382, 276
690, 380, 277
691, 382, 276
691, 382, 276
690, 380, 277
689, 380, 277
691, 380, 277
693, 382, 276
691, 382, 276
690, 380, 277
691, 382, 276
689, 380, 277
694, 382, 276
689, 380, 277
691, 380, 277
687, 380, 277
689, 382, 276
690, 380, 277
690, 382, 276
693, 382, 276
687, 380, 277
690, 382, 276
690, 382, 276
690, 382, 276
693, 382, 276
689, 380, 277
691, 380, 277
694, 382, 276
691, 380, 277
693, 382, 276
690, 380, 277
690, 380, 277
694, 382, 276
689, 380, 277
690, 380, 277
694, 382, 276
690, 382, 276
687, 380, 277
693, 382, 276
690, 382, 276
689, 380, 277
690, 382, 276
686, 371, 282
691, 382, 276
691, 382, 276
691, 380, 277
691, 382, 276
686, 371, 282
690, 380, 277
693, 382, 276
693, 382, 276
691, 382, 276
693, 382, 276
687, 380, 277
687, 380, 277
690, 380, 277
689, 382, 276
693, 382, 276
686, 373, 281
689, 380, 277
690, 382, 276
691, 384, 275
687, 380, 277
687, 380, 277
694, 382, 276
691, 380, 277
693, 382, 276
690, 382, 276
691, 382, 276
690, 382, 276
690, 380, 277
690, 380, 277
693, 382, 276
691, 382, 276
693, 382, 276
689, 380, 277
690, 380, 277
689, 380, 277
690, 380, 277
690, 380, 277
691, 382, 276
696, 386, 274
691, 382, 276
691, 382, 276
689, 380, 277
696, 384, 275
690, 382, 276
691, 382, 276
693, 384, 275
691, 382, 276
690, 382, 276
689, 380, 277
690, 380, 277
693, 382, 276
689, 380, 277
691, 382, 276
691, 380, 277
693, 384, 275
690, 382, 276
689, 380, 277
691, 382, 276
693, 384, 275
690, 382, 276
691, 382, 276
689, 380, 277
693, 382, 276
687, 380, 277
691, 382, 276
690, 380, 277
693, 384, 275
691, 382, 276
691, 382, 276
689, 380, 277
689, 382, 276
690, 382, 276
690, 384, 275
690, 380, 277
691, 382, 276
689, 380, 277
691, 380, 277
690, 382, 276
691, 382, 276
691, 380, 277
690, 382, 276
691, 382, 276
689, 382, 276
691, 382, 276
691, 382, 276
690, 380, 277
691, 382, 276
691, 382, 276
689, 382, 276
696, 384, 275
684, 371, 282
689, 380, 277
691, 382, 276
691, 382, 276
687, 371, 282
691, 382, 276
691, 382, 276
690, 382, 276
691, 380, 277
690, 382, 276
691, 380, 277
690, 380, 277
690, 382, 276
694, 382, 276
691, 380, 277
691, 382, 276
690, 382, 276
690, 380, 277
693, 382, 276
690, 380, 277
687, 380, 277
