1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
627, 408, 262
628, 406, 263
622, 410, 261
631, 416, 258
632, 406, 263
637, 405, 264
630, 420, 256
632, 408, 262
632, 406, 263
635, 408, 262
627, 410, 261
632, 416, 258
632, 406, 263
631, 406, 263
632, 418, 257
631, 408, 262
638, 412, 260
634, 405, 264
641, 412, 260
635, 406, 263
635, 405, 264
637, 405, 264
637, 406, 263
637, 408, 262
641, 414, 259
639, 406, 263
638, 401, 266
637, 405, 264
637, 406, 263
638, 405, 264
635, 408, 262
637, 403, 265
641, 416, 258
644, 410, 261
642, 414, 259
635, 406, 263
632, 408, 262
642, 414, 259
634, 406, 263
635, 408, 262
638, 408, 262
634, 408, 262
632, 406, 263
635, 406, 263
637, 403, 265
632, 408, 262
634, 406, 263
639, 414, 259
635, 406, 263
637, 405, 264
638, 408, 262
641, 405, 264
638, 405, 264
634, 406, 263
638, 416, 258
637, 405, 264
634, 406, 263
644, 410, 261
635, 403, 265
638, 405, 264
641, 414, 259
632, 408, 262
638, 403, 265
638, 405, 264
634, 405, 264
641, 414, 259
638, 405, 264
635, 406, 263
639, 405, 264
635, 405, 264
641, 406, 263
637, 405, 264
634, 405, 264
634, 406, 263
632, 406, 263
637, 408, 262
648, 408, 262
634, 410, 261
639, 416, 258
635, 406, 263
631, 408, 262
