1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
642, 324, 307
641, 322, 308
638, 324, 307
639, 322, 308
642, 324, 307
642, 324, 307
635, 326, 306
646, 326, 306
644, 326, 306
646, 322, 308
639, 324, 307
637, 328, 305
644, 328, 305
639, 322, 308
641, 324, 307
642, 322, 308
641, 324, 307
644, 324, 307
644, 322, 308
639, 322, 308
644, 322, 308
641, 324, 307
642, 324, 307
642, 322, 308
645, 326, 306
644, 324, 307
641, 322, 308
642, 324, 307
644, 324, 307
642, 322, 308
642, 324, 307
639, 322, 308
644, 322, 308
642, 322, 308
642, 322, 308
646, 326, 306
641, 324, 307
642, 328, 305
641, 324, 307
642, 324, 307
642, 322, 308
644, 324, 307
644, 326, 306
641, 322, 308
638, 324, 307
642, 326, 306
653, 335, 301
644, 324, 307
645, 324, 307
642, 324, 307
641, 320, 309
644, 322, 308
642, 322, 308
646, 322, 308
645, 326, 306
642, 322, 308
641, 324, 307
641, 322, 308
642, 322, 308
642, 322, 308
644, 324, 307
642, 324, 307
637, 326, 306
644, 324, 307
645, 322, 308
645, 324, 307
642, 326, 306
646, 326, 306
642, 324, 307
644, 324, 307
642, 322, 308
642, 324, 307
637, 326, 306
641, 324, 307
642, 324, 307
641, 324, 307
644, 322, 308
642, 324, 307
642, 326, 306
642, 324, 307
644, 324, 307
642, 324, 307
645, 326, 306
644, 324, 307
645, 326, 306
645, 324, 307
644, 326, 306
646, 326, 306
644, 326, 306
644, 322, 308
641, 324, 307
641, 324, 307
644, 322, 308
644, 324, 307
641, 322, 308
645, 326, 306
641, 322, 308
634, 328, 305
645, 324, 307
645, 324, 307
642, 322, 308
645, 324, 307
642, 322, 308
644, 326, 306
645, 324, 307
642, 324, 307
644, 324, 307
644, 326, 306
645, 324, 307
641, 324, 307
644, 324, 307
644, 322, 308
644, 324, 307
645, 326, 306
644, 322, 308
644, 328, 305
641, 324, 307
644, 324, 307
645, 326, 306
642, 324, 307
639, 322, 308
642, 324, 307
644, 322, 308
642, 322, 308
639, 322, 308
644, 322, 308
641, 322, 308
642, 322, 308
641, 322, 308
644, 322, 308
645, 326, 306
642, 324, 307
642, 324, 307
642, 324, 307
641, 324, 307
642, 322, 308
644, 324, 307
645, 326, 306
644, 326, 306
646, 326, 306
644, 324, 307
644, 324, 307
646, 324, 307
642, 324, 307
645, 322, 308
642, 324, 307
641, 322, 308
639, 322, 308
641, 324, 307
642, 322, 308
644, 324, 307
644, 326, 306
642, 324, 307
641, 322, 308
641, 324, 307
641, 326, 306
644, 322, 308
639, 322, 308
642, 322, 308
639, 322, 308
642, 326, 306
644, 324, 307
641, 322, 308
644, 324, 307
642, 326, 306
644, 322, 308
635, 326, 306
641, 324, 307
639, 322, 308
644, 324, 307
641, 326, 306
645, 324, 307
642, 324, 307
639, 324, 307
644, 324, 307
642, 324, 307
644, 322, 308
644, 322, 308
644, 322, 308
641, 324, 307
644, 324, 307
644, 326, 306
645, 320, 309
644, 322, 308
644, 326, 306
642, 324, 307
644, 326, 306
644, 324, 307
644, 322, 308
644, 324, 307
644, 322, 308
641, 324, 307
642, 326, 306
642, 324, 307
644, 322, 308
645, 324, 307
642, 324, 307
644, 322, 308
645, 326, 306
641, 322, 308
642, 326, 306
644, 324, 307
641, 324, 307
642, 322, 308
642, 324, 307
644, 324, 307
644, 322, 308
646, 324, 307
642, 324, 307
645, 326, 306
641, 322, 308
639, 322, 308
644, 324, 307
645, 324, 307
642, 324, 307
641, 322, 308
644, 322, 308
644, 324, 307
644, 324, 307
645, 322, 308
646, 324, 307
644, 324, 307
645, 324, 307
645, 324, 307
642, 324, 307
645, 322, 308
644, 322, 308
642, 324, 307
644, 324, 307
645, 326, 306
645, 324, 307
646, 326, 306
642, 322, 308
638, 326, 306
646, 324, 307
642, 324, 307
644, 324, 307
641, 322, 308
644, 324, 307
645, 324, 307
642, 324, 307
644, 322, 308
639, 324, 307
645, 322, 308
642, 324, 307
646, 322, 308
642, 322, 308
637, 326, 306
639, 326, 306
645, 324, 307
645, 324, 307
644, 322, 308
644, 324, 307
638, 322, 308
642, 324, 307
645, 322, 308
644, 324, 307
642, 324, 307
644, 322, 308
645, 326, 306
642, 322, 308
642, 324, 307
644, 324, 307
644, 324, 307
642, 324, 307
644, 324, 307
642, 324, 307
641, 324, 307
639, 322, 308
644, 324, 307
642, 324, 307
644, 324, 307
645, 326, 306
642, 324, 307
642, 324, 307
646, 324, 307
642, 322, 308
644, 326, 306
644, 326, 306
642, 324, 307
645, 326, 306
641, 326, 306
641, 324, 307
642, 322, 308
642, 322, 308
642, 322, 308
646, 328, 305
642, 322, 308
646, 324, 307
644, 322, 308
645, 324, 307
644, 324, 307
645, 324, 307
645, 324, 307
644, 322, 308
645, 324, 307
644, 324, 307
644, 324, 307
645, 322, 308
641, 322, 308
642, 322, 308
648, 326, 306
644, 324, 307
641, 322, 308
645, 324, 307
644, 324, 307
641, 324, 307
645, 324, 307
645, 322, 308
642, 324, 307
642, 322, 308
642, 324, 307
641, 322, 308
644, 322, 308
642, 324, 307
644, 324, 307
645, 324, 307
645, 326, 306
644, 324, 307
646, 326, 306
642, 322, 308
642, 324, 307
644, 324, 307
648, 322, 308
642, 324, 307
642, 324, 307
642, 324, 307
642, 324, 307
644, 328, 305
645, 324, 307
653, 333, 302
644, 326, 306
644, 324, 307
641, 330, 304
645, 324, 307
645, 324, 307
646, 322, 308
641, 326, 306
642, 324, 307
644, 326, 306
641, 324, 307
642, 326, 306
644, 324, 307
641, 328, 305
645, 322, 308
635, 328, 305
642, 322, 308
642, 326, 306
645, 324, 307
645, 322, 308
645, 324, 307
642, 326, 306
642, 324, 307
642, 324, 307
641, 324, 307
644, 324, 307
642, 322, 308
638, 326, 306
642, 324, 307
642, 324, 307
641, 324, 307
642, 324, 307
645, 326, 306
641, 322, 308
642, 324, 307
644, 324, 307
642, 322, 308
